,Pesos,Condutância
3866,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.00
3867,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.00
3868,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.00
3869,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.00
3870,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.00
3871,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.00
3872,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.00
3873,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.00
3874,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.00
3875,-14.08 -14.90 -14.11 -14.89,0.94 0.00 0.00 0.00
3876,-14.08 -14.90 -14.11 -14.89,0.89 0.00 0.00 0.00
3877,-14.08 -14.90 -14.11 -14.89,0.84 0.00 0.00 0.00
3878,-14.08 -14.90 -14.11 -14.89,0.78 0.00 0.00 0.00
3879,-14.08 -14.90 -14.11 -14.89,0.73 0.00 0.00 0.00
3880,-14.08 -14.90 -14.11 -14.89,0.67 0.00 0.00 0.00
3881,-14.08 -14.90 -14.11 -14.89,0.61 0.00 0.00 0.00
3882,-14.08 -14.90 -14.11 -14.89,0.56 0.00 0.00 0.00
3883,-14.08 -14.90 -14.11 -14.89,0.51 0.00 0.00 0.00
3884,-14.08 -14.90 -14.11 -14.89,0.46 0.00 0.00 0.00
3885,-14.08 -14.90 -14.11 -14.89,0.42 0.00 0.00 0.00
3886,-14.08 -14.90 -14.11 -14.89,0.37 0.00 0.00 0.00
3887,-14.08 -14.90 -14.11 -14.89,0.34 0.00 0.00 0.00
3888,-14.08 -14.90 -14.11 -14.89,0.30 0.00 0.00 0.00
3889,-14.08 -14.90 -14.11 -14.89,0.27 0.00 0.00 0.00
3890,-14.08 -14.90 -14.11 -14.89,0.24 0.00 0.00 0.00
3891,-14.08 -14.90 -14.11 -14.89,0.21 0.00 0.00 0.00
3892,-14.08 -14.90 -14.11 -14.89,0.19 0.00 0.00 0.00
3893,-14.08 -14.90 -14.11 -14.89,0.17 0.00 0.00 0.00
3894,-14.08 -14.90 -14.11 -14.89,0.15 0.00 0.00 0.00
3895,-14.08 -14.90 -14.11 -14.89,0.13 0.00 0.00 0.00
3896,-14.08 -14.90 -14.11 -14.89,0.12 0.00 0.00 0.00
3897,-14.08 -14.90 -14.11 -14.89,0.10 0.00 0.00 0.00
3898,-14.08 -14.90 -14.11 -14.89,0.09 0.00 0.00 0.00
3899,-14.08 -14.90 -14.11 -14.89,0.08 0.00 0.00 0.00
3900,-14.08 -14.90 -14.11 -14.89,0.07 0.00 0.00 0.00
3901,-14.08 -14.90 -14.11 -14.89,0.06 0.00 0.00 0.00
3902,-14.08 -14.90 -14.11 -14.89,0.06 0.00 0.00 0.00
3903,-14.08 -14.90 -14.11 -14.89,0.05 0.00 0.00 0.00
3904,-14.08 -14.90 -14.11 -14.89,0.04 0.38 0.00 0.00
3905,-14.08 -14.90 -14.11 -14.89,0.04 0.64 0.00 0.00
3906,-14.08 -14.90 -14.11 -14.89,0.03 0.82 0.00 0.00
3907,-14.08 -14.90 -14.11 -14.89,0.03 0.92 0.00 0.00
3908,-14.08 -14.90 -14.11 -14.89,0.03 0.38 0.00 0.00
3909,-14.08 -14.90 -14.11 -14.89,0.02 0.64 0.00 0.00
3910,-14.08 -14.90 -14.11 -14.89,0.02 0.82 0.00 0.00
3911,-14.08 -14.90 -14.11 -14.89,0.02 0.92 0.00 0.00
3912,-14.08 -14.90 -14.11 -14.89,0.01 0.98 0.00 0.00
3913,-14.08 -14.90 -14.11 -14.89,0.01 0.38 0.00 0.00
3914,-14.08 -14.90 -14.11 -14.89,0.01 0.64 0.00 0.00
3915,-14.08 -14.90 -14.11 -14.89,0.01 0.82 0.00 0.00
3916,-14.08 -14.90 -14.11 -14.89,0.01 0.92 0.00 0.00
3917,-14.08 -14.90 -14.11 -14.89,0.01 0.98 0.00 0.00
3918,-14.08 -14.90 -14.11 -14.89,0.01 1.00 0.00 0.00
3919,-14.08 -14.90 -14.11 -14.89,0.01 0.99 0.00 0.00
3920,-14.08 -14.90 -14.11 -14.89,0.01 0.96 0.00 0.00
3921,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
3922,-14.08 -14.90 -14.11 -14.89,0.00 0.87 0.00 0.00
3923,-14.08 -14.90 -14.11 -14.89,0.00 0.81 0.00 0.00
3924,-14.08 -14.90 -14.11 -14.89,0.00 0.75 0.00 0.00
3925,-14.08 -14.90 -14.11 -14.89,0.00 0.69 0.00 0.00
3926,-14.08 -14.90 -14.11 -14.89,0.00 0.63 0.00 0.00
3927,-14.08 -14.90 -14.11 -14.89,0.00 0.58 0.00 0.00
3928,-14.08 -14.90 -14.11 -14.89,0.00 0.52 0.00 0.00
3929,-14.08 -14.90 -14.11 -14.89,0.00 0.47 0.00 0.00
3930,-14.08 -14.90 -14.11 -14.89,0.00 0.42 0.00 0.00
3931,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
3932,-14.08 -14.90 -14.11 -14.89,0.00 0.34 0.00 0.00
3933,-14.08 -14.90 -14.11 -14.89,0.00 0.30 0.00 0.00
3934,-14.08 -14.90 -14.11 -14.89,0.00 0.27 0.00 0.00
3935,-14.08 -14.90 -14.11 -14.89,0.00 0.24 0.00 0.00
3936,-14.08 -14.90 -14.11 -14.89,0.00 0.21 0.00 0.00
3937,-14.08 -14.90 -14.11 -14.89,0.00 0.19 0.00 0.00
3938,-14.08 -14.90 -14.11 -14.89,0.00 0.17 0.00 0.00
3939,-14.08 -14.90 -14.11 -14.89,0.00 0.15 0.00 0.00
3940,-14.08 -14.90 -14.11 -14.89,0.00 0.13 0.00 0.00
3941,-14.08 -14.90 -14.11 -14.89,0.00 0.11 0.00 0.00
3942,-14.08 -14.90 -14.11 -14.89,0.00 0.10 0.00 0.00
3943,-14.08 -14.90 -14.11 -14.89,0.00 0.09 0.00 0.00
3944,-14.08 -14.90 -14.11 -14.89,0.00 0.08 0.00 0.00
3945,-14.08 -14.90 -14.11 -14.89,0.00 0.07 0.00 0.00
3946,-14.08 -14.90 -14.11 -14.89,0.00 0.06 0.00 0.00
3947,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.00
3948,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.00
3949,-14.08 -14.90 -14.11 -14.89,0.00 0.04 0.00 0.00
3950,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
3951,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
3952,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
3953,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
3954,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
3955,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
3956,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
3957,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
3958,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.00
3959,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
3960,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
3961,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
3962,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
3963,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.00
3964,-14.08 -14.90 -14.11 -14.89,0.00 1.00 0.00 0.00
3965,-14.08 -14.90 -14.11 -14.89,0.00 0.99 0.00 0.00
3966,-14.08 -14.90 -14.11 -14.89,0.00 0.96 0.00 0.00
3967,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
3968,-14.08 -14.90 -14.11 -14.89,0.00 0.87 0.00 0.00
3969,-14.08 -14.90 -14.11 -14.89,0.00 0.81 0.00 0.00
3970,-14.08 -14.90 -14.11 -14.89,0.00 0.75 0.00 0.00
3971,-14.08 -14.90 -14.11 -14.89,0.00 0.69 0.00 0.00
3972,-14.08 -14.90 -14.11 -14.89,0.00 0.63 0.00 0.00
3973,-14.08 -14.90 -14.11 -14.89,0.00 0.58 0.00 0.00
3974,-14.08 -14.90 -14.11 -14.89,0.00 0.52 0.00 0.00
3975,-14.08 -14.90 -14.11 -14.89,0.00 0.47 0.00 0.00
3976,-14.08 -14.90 -14.11 -14.89,0.00 0.42 0.00 0.00
3977,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
3978,-14.08 -14.90 -14.11 -14.89,0.00 0.34 0.00 0.00
3979,-14.08 -14.90 -14.11 -14.89,0.00 0.30 0.00 0.00
3980,-14.08 -14.90 -14.11 -14.89,0.00 0.27 0.00 0.00
3981,-14.08 -14.90 -14.11 -14.89,0.00 0.24 0.00 0.00
3982,-14.08 -14.90 -14.11 -14.89,0.00 0.21 0.00 0.00
3983,-14.08 -14.90 -14.11 -14.89,0.00 0.19 0.00 0.00
3984,-14.08 -14.90 -14.11 -14.89,0.00 0.17 0.00 0.00
3985,-14.08 -14.90 -14.11 -14.89,0.00 0.15 0.00 0.00
3986,-14.08 -14.90 -14.11 -14.89,0.00 0.13 0.00 0.00
3987,-14.08 -14.90 -14.11 -14.89,0.00 0.11 0.00 0.00
3988,-14.08 -14.90 -14.11 -14.89,0.00 0.10 0.00 0.00
3989,-14.08 -14.90 -14.11 -14.89,0.00 0.09 0.00 0.00
3990,-14.08 -14.90 -14.11 -14.89,0.00 0.08 0.00 0.00
3991,-14.08 -14.90 -14.11 -14.89,0.00 0.07 0.00 0.00
3992,-14.08 -14.90 -14.11 -14.89,0.00 0.06 0.00 0.00
3993,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.00
3994,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.00
3995,-14.08 -14.90 -14.11 -14.89,0.00 0.04 0.00 0.00
3996,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.00
3997,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.00
3998,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.00
3999,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
4000,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
4001,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
4002,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
4003,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.00
4004,-14.08 -14.90 -14.11 -14.89,0.00 1.00 0.00 0.38
4005,-14.08 -14.90 -14.11 -14.89,0.00 0.99 0.00 0.64
4006,-14.08 -14.90 -14.11 -14.89,0.00 0.96 0.00 0.82
4007,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.38
4008,-14.08 -14.90 -14.11 -14.89,0.00 0.87 0.00 0.64
4009,-14.08 -14.90 -14.11 -14.89,0.00 0.81 0.00 0.82
4010,-14.08 -14.90 -14.11 -14.89,0.00 0.75 0.00 0.92
4011,-14.08 -14.90 -14.11 -14.89,0.00 0.69 0.00 0.38
4012,-14.08 -14.90 -14.11 -14.89,0.00 0.63 0.00 0.64
4013,-14.08 -14.90 -14.11 -14.89,0.00 0.58 0.00 0.82
4014,-14.08 -14.90 -14.11 -14.89,0.00 0.52 0.00 0.92
4015,-14.08 -14.90 -14.11 -14.89,0.00 0.47 0.00 0.38
4016,-14.08 -14.90 -14.11 -14.89,0.00 0.42 0.00 0.64
4017,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.82
4018,-14.08 -14.90 -14.11 -14.89,0.00 0.34 0.00 0.92
4019,-14.08 -14.90 -14.11 -14.89,0.00 0.30 0.00 0.98
4020,-14.08 -14.90 -14.11 -14.89,0.00 0.27 0.00 0.38
4021,-14.08 -14.90 -14.11 -14.89,0.00 0.24 0.00 0.64
4022,-14.08 -14.90 -14.11 -14.89,0.00 0.21 0.00 0.82
4023,-14.08 -14.90 -14.11 -14.89,0.00 0.19 0.00 0.92
4024,-14.08 -14.90 -14.11 -14.89,0.00 0.17 0.00 0.98
4025,-14.08 -14.90 -14.11 -14.89,0.00 0.15 0.00 1.00
4026,-14.08 -14.90 -14.11 -14.89,0.00 0.13 0.00 0.99
4027,-14.08 -14.90 -14.11 -14.89,0.00 0.11 0.00 0.96
4028,-14.08 -14.90 -14.11 -14.89,0.00 0.10 0.00 0.92
4029,-14.08 -14.90 -14.11 -14.89,0.00 0.09 0.00 0.87
4030,-14.08 -14.90 -14.11 -14.89,0.00 0.08 0.00 0.81
4031,-14.08 -14.90 -14.11 -14.89,0.00 0.07 0.00 0.75
4032,-14.08 -14.90 -14.11 -14.89,0.00 0.06 0.00 0.69
4033,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.63
4034,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.58
4035,-14.08 -14.90 -14.11 -14.89,0.00 0.04 0.00 0.52
4036,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.47
4037,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.42
4038,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.38
4039,-14.08 -14.90 -14.11 -14.89,0.00 0.02 0.00 0.34
4040,-14.08 -14.90 -14.11 -14.89,0.00 0.02 0.00 0.30
4041,-14.08 -14.90 -14.11 -14.89,0.00 0.02 0.00 0.27
4042,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.24
4043,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.21
4044,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.19
4045,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.17
4046,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.15
4047,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.13
4048,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.11
4049,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.10
4050,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.09
4051,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.08
4052,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.07
4053,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.06
4054,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.05
4055,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
4056,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
4057,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
4058,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
4059,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
4060,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
4061,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
4062,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
4063,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
4064,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
4065,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
4066,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
4067,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
4068,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
4069,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
4070,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 1.00
4071,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.99
4072,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.96
4073,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
4074,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.87
4075,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.81
4076,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.75
4077,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.69
4078,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.63
4079,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.58
4080,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.52
4081,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.47
4082,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.42
4083,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
4084,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.34
4085,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.30
4086,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.27
4087,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.24
4088,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.21
4089,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.19
4090,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.17
4091,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.15
4092,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.13
4093,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.11
4094,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.10
4095,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.09
4096,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.08
4097,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.07
4098,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.06
4099,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.05
4100,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
4101,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
4102,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.03
4103,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.03
4104,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.03
4105,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.02
4106,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.02
4107,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.02
4108,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.01
4109,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.01
4110,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.01
4111,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.01
4112,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.01
4113,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.01
4114,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.01
4115,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.01
4116,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
4117,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
4118,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
4119,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
4120,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.00
4121,-14.08 -14.90 -14.11 -14.89,0.00 1.00 0.00 0.00
4122,-14.08 -14.90 -14.11 -14.89,0.00 0.99 0.00 0.00
4123,-14.08 -14.90 -14.11 -14.89,0.00 0.96 0.00 0.00
4124,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
4125,-14.08 -14.90 -14.11 -14.89,0.00 0.87 0.00 0.00
4126,-14.08 -14.90 -14.11 -14.89,0.00 0.81 0.00 0.00
4127,-14.08 -14.90 -14.11 -14.89,0.00 0.75 0.00 0.00
4128,-14.08 -14.90 -14.11 -14.89,0.00 0.69 0.00 0.00
4129,-14.08 -14.90 -14.11 -14.89,0.00 0.63 0.00 0.00
4130,-14.08 -14.90 -14.11 -14.89,0.00 0.58 0.00 0.00
4131,-14.08 -14.90 -14.11 -14.89,0.00 0.52 0.00 0.00
4132,-14.08 -14.90 -14.11 -14.89,0.00 0.47 0.00 0.00
4133,-14.08 -14.90 -14.11 -14.89,0.00 0.42 0.00 0.00
4134,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
4135,-14.08 -14.90 -14.11 -14.89,0.00 0.34 0.00 0.00
4136,-14.08 -14.90 -14.11 -14.89,0.00 0.30 0.00 0.00
4137,-14.08 -14.90 -14.11 -14.89,0.00 0.27 0.00 0.00
4138,-14.08 -14.90 -14.11 -14.89,0.00 0.24 0.00 0.00
4139,-14.08 -14.90 -14.11 -14.89,0.00 0.21 0.00 0.00
4140,-14.08 -14.90 -14.11 -14.89,0.00 0.19 0.00 0.00
4141,-14.08 -14.90 -14.11 -14.89,0.00 0.17 0.00 0.00
4142,-14.08 -14.90 -14.11 -14.89,0.00 0.15 0.00 0.00
4143,-14.08 -14.90 -14.11 -14.89,0.00 0.13 0.00 0.00
4144,-14.08 -14.90 -14.11 -14.89,0.00 0.11 0.00 0.00
4145,-14.08 -14.90 -14.11 -14.89,0.00 0.10 0.00 0.00
4146,-14.08 -14.90 -14.11 -14.89,0.00 0.09 0.00 0.00
4147,-14.08 -14.90 -14.11 -14.89,0.00 0.08 0.00 0.00
4148,-14.08 -14.90 -14.11 -14.89,0.00 0.07 0.00 0.00
4149,-14.08 -14.90 -14.11 -14.89,0.00 0.06 0.00 0.00
4150,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.00
4151,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.00
4152,-14.08 -14.90 -14.11 -14.89,0.00 0.04 0.00 0.00
4153,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.00
4154,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.00
4155,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.00
4156,-14.08 -14.90 -14.11 -14.89,0.00 0.02 0.00 0.00
4157,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
4158,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
4159,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
4160,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
4161,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
4162,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
4163,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
4164,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
4165,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.00
4166,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
4167,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
4168,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
4169,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
4170,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.00
4171,-14.08 -14.90 -14.11 -14.89,0.00 1.00 0.00 0.00
4172,-14.08 -14.90 -14.11 -14.89,0.00 0.99 0.00 0.00
4173,-14.08 -14.90 -14.11 -14.89,0.00 0.96 0.00 0.00
4174,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
4175,-14.08 -14.90 -14.11 -14.89,0.00 0.87 0.00 0.00
4176,-14.08 -14.90 -14.11 -14.89,0.00 0.81 0.00 0.00
4177,-14.08 -14.90 -14.11 -14.89,0.00 0.75 0.00 0.00
4178,-14.08 -14.90 -14.11 -14.89,0.00 0.69 0.00 0.00
4179,-14.08 -14.90 -14.11 -14.89,0.00 0.63 0.00 0.00
4180,-14.08 -14.90 -14.11 -14.89,0.00 0.58 0.00 0.00
4181,-14.08 -14.90 -14.11 -14.89,0.00 0.52 0.00 0.00
4182,-14.08 -14.90 -14.11 -14.89,0.00 0.47 0.00 0.00
4183,-14.08 -14.90 -14.11 -14.89,0.00 0.42 0.00 0.00
4184,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
4185,-14.08 -14.90 -14.11 -14.89,0.00 0.34 0.00 0.00
4186,-14.08 -14.90 -14.11 -14.89,0.00 0.30 0.00 0.00
4187,-14.08 -14.90 -14.11 -14.89,0.00 0.27 0.00 0.00
4188,-14.08 -14.90 -14.11 -14.89,0.00 0.24 0.00 0.00
4189,-14.08 -14.90 -14.11 -14.89,0.00 0.21 0.00 0.00
4190,-14.08 -14.90 -14.11 -14.89,0.00 0.19 0.00 0.00
4191,-14.08 -14.90 -14.11 -14.89,0.00 0.17 0.00 0.00
4192,-14.08 -14.90 -14.11 -14.89,0.00 0.15 0.00 0.00
4193,-14.08 -14.90 -14.11 -14.89,0.00 0.13 0.00 0.00
4194,-14.08 -14.90 -14.11 -14.89,0.00 0.11 0.00 0.00
4195,-14.08 -14.90 -14.11 -14.89,0.00 0.10 0.00 0.00
4196,-14.08 -14.90 -14.11 -14.89,0.00 0.09 0.00 0.00
4197,-14.08 -14.90 -14.11 -14.89,0.00 0.08 0.00 0.00
4198,-14.08 -14.90 -14.11 -14.89,0.00 0.07 0.00 0.00
4199,-14.08 -14.90 -14.11 -14.89,0.00 0.06 0.00 0.00
4200,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.00
4201,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.00
4202,-14.08 -14.90 -14.11 -14.89,0.00 0.04 0.00 0.00
4203,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.00
4204,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.36 0.00
4205,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.62 0.00
4206,-14.08 -14.90 -14.11 -14.89,0.00 0.02 0.80 0.00
4207,-14.08 -14.90 -14.11 -14.89,0.00 0.02 0.91 0.00
4208,-14.08 -14.90 -14.11 -14.89,0.00 0.02 0.36 0.00
4209,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.62 0.00
4210,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.80 0.00
4211,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.91 0.00
4212,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.97 0.00
4213,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.36 0.00
4214,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.62 0.00
4215,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.80 0.00
4216,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.91 0.00
4217,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.97 0.00
4218,-14.08 -14.90 -14.11 -14.89,0.00 0.00 1.00 0.00
4219,-14.08 -14.90 -14.11 -14.89,0.00 0.00 1.00 0.00
4220,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.97 0.00
4221,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.94 0.00
4222,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.89 0.00
4223,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.84 0.00
